text,arg1,arg2,date
最後要吃時候，超可愛😜😋,0,0,10/03/2021 19:21
哇！好像很好吃！,0,0,10/03/2021 19:20
同款的碗耶！,0,0,10/03/2021 19:16
請問老薑磨碎要去皮嗎？,1,1,10/03/2021 17:26
我不喜歡這個講話方式,1,1,10/03/2021 17:13
一定要老的薑嗎？,0,0,10/03/2021 17:12
骏哥好帅！,0,0,10/03/2021 17:07
不吃薑(ŏ_ŏ),0,0,10/03/2021 13:25
最後那個沒喝到的畫面好療癒 （咦？,0,0,10/03/2021 11:40
可不可以不要用唱的.....,0,0,09/03/2021 23:51
溫度不能太高 不然凝不起來,0,0,09/03/2021 23:11
跟豆花一樣道理嗎？,0,0,09/03/2021 22:48
薑汁感覺好麻煩喔,0,0,09/03/2021 22:08
莫名想到青蛙撞奶,1,0,09/03/2021 19:03
還以為要轉行變料理台了,1,0,09/03/2021 7:17
想吃,0,0,09/03/2021 0:39
哇！進攻美食節目耶。有得學，又有得吃，太好康了吧,36,0,08/03/2021 21:55
那記得幫我寄過來呦！😂😂😂,1,0,08/03/2021 20:50
"謝謝阿駿,這個配方我找超久的!!!!!!!!!!!!!!!",8,0,08/03/2021 20:45
好吃吗？(我没吃过),0,0,08/03/2021 20:28
我也試過 結果失敗的很徹底QAQ,3,2,08/03/2021 19:40
一開始是要看冷知識 可是看到後來都在聽唱歌w,125,2,08/03/2021 18:01
阿駿老師的小廚房系列 讚喔,38,0,08/03/2021 17:38
最後一幕超像奶凍！,63,0,08/03/2021 17:29
優質點心啊,4,0,08/03/2021 17:20
想到當初自己在嘗試的時候也是失敗了幾回,0,0,08/03/2021 17:13
連續喝了兩個禮拜的薑汁牛奶，終於成功了!!😂,483,6,08/03/2021 16:51
hi,0,0,08/03/2021 16:51
下落時，空氣會進入降落傘將傘面撐開，傘面所產生的空氣阻力降低了降落速度，小狗就能安全著陸囉~😁,374,16,05/03/2021 17:16
除了降落傘，你還有在什麼地方看到這種減速裝置呢?,,,
我做不到啊,0,0,14/04/2021 17:36
玩了一次后，棉线就纠缠在一起了，好难解开,0,0,13/04/2021 14:02
我玩過很好玩,0,0,11/04/2021 14:06
真優質,0,0,11/04/2021 10:32
重物好可愛,0,0,05/04/2021 10:42
屌哇！,0,0,03/04/2021 13:41
太酷了,0,0,02/04/2021 23:13
智障,0,0,02/04/2021 22:01
好久没玩了,0,0,02/04/2021 21:04
小时候经常这么玩,0,0,01/04/2021 3:48
牛逼,0,0,31/03/2021 20:24
中間開點小洞有助於垂直穩定降落不亂跑喔,0,0,29/03/2021 22:10
最後一幕好怕撞到電視,0,0,29/03/2021 1:32
小時候的塑膠玩具放大版😂小型的是兵,0,0,26/03/2021 21:06
神空估力～,0,0,25/03/2021 11:43
哇的法,0,0,20/03/2021 16:09
👍👍👍👏👏👏👍👍,0,0,20/03/2021 9:29
这个以前我和我朋友玩过但是我是用，袋子的“把手”困住玩具然后扔上去,0,0,17/03/2021 23:29
之前國中的時候有科創競賽是在比誰製作的天降騎兵可以最慢降落，雖然最終沒得名，但是真的超好玩的(๑•̀ω•́๑),0,0,17/03/2021 21:30
好可愛呀 嘿嘿🥲✨,0,0,17/03/2021 21:07
小时候不是也会有戳戳乐里面的阿兵哥降落伞，我超爱玩😂😂,0,0,17/03/2021 19:27
在上面綁炸彈試試好了,0,0,16/03/2021 17:48
Nice video!😊👍,1,0,16/03/2021 17:43
好酷,1,0,15/03/2021 17:15
绑死动物,1,0,13/03/2021 23:58
cool,1,0,13/03/2021 21:29
上面可以開一個小洞,1,0,12/03/2021 17:29
我突然想到...玩具總動員1的隊長🤣🤣🤣,2,0,12/03/2021 16:04
阿駿笑容真的好可愛☺️,10,0,12/03/2021 12:17
真的很尷尬,1,0,11/03/2021 23:02
如果一個人類48kg/150cm，也想安全著路，請問傘要多大呢～？？（認真問,1,0,11/03/2021 18:51
地心引力~,0,0,10/03/2021 17:54
剛好科學專題研究要做降落傘，謝謝阿俊,0,0,10/03/2021 17:43
這講話聽了都賭爛,0,0,10/03/2021 8:05
sb,0,0,10/03/2021 0:33
單純覺得很可愛,0,0,10/03/2021 0:05
老師真是千年一遇的好老師! 做的實驗讓大人們也都很想試試,0,0,09/03/2021 23:39
我的國中老師也有叫我做這個實驗,0,0,09/03/2021 19:23
你到底為什麼這麼萌？？？,0,0,09/03/2021 18:07
可以做實驗嗎,,,
我明明照着做了啊，每個步驟都一樣，只是把重物換成我自己,0,0,09/03/2021 15:38
先不說了，醫院Wi-Fi很慢,,,
狗狗公仔：我~好暈~~,1,0,08/03/2021 21:22
空~氣~阻~力~！,0,0,08/03/2021 20:05
再大一點可不可以自己跳,0,0,08/03/2021 18:37
坐飛機落下來撿槍杀還沒落的敵人,0,0,08/03/2021 17:10
你真的很可愛🥺,1,0,08/03/2021 15:50
我怎麼想到哆啦a夢,0,0,08/03/2021 15:45
"上完兩堂科學堂後,又可以上一堂課堂,真爽!(◍•ᴗ•◍)",3,0,08/03/2021 10:52
剛剛這樣綁在身上 我現在人在醫院 有人要送吃的嗎,0,0,08/03/2021 10:45
阿駿越看越帥xD,6,0,08/03/2021 10:43
很喜歡看你的影片(人 •͈ᴗ•͈),0,0,08/03/2021 4:56
看你的影片除了覺得內容很新奇之外,,,
也覺得你很可愛 每次看都覺得心情很好哈哈,,,
小可愛😍,0,0,08/03/2021 3:31
首先你要保持冷靜,0,0,07/03/2021 23:56
好可愛～好好玩～(*´ω｀*),1,0,07/03/2021 22:39
巨大化是不是可以綁人上去,0,0,07/03/2021 22:19
好酷哦！這是放火嗎,0,0,07/03/2021 21:40
有腦有知識又可愛又好笑，讚讚,2,0,07/03/2021 20:08
你有一直都市更新條例修正草案。我的小孩子不能夠接受媒體訪問時表示⋯⋯在這裏嗎⋯⋯在這裏工作是我的手說要帶我們回家,0,0,07/03/2021 19:46
厲害,0,0,07/03/2021 18:38
可以在中央戳一個小洞，就不會一直繞圈and偏掉喔,0,0,07/03/2021 18:21
轉圈圈(,1,0,07/03/2021 15:29
老師 請問多玩幾次線會纏住，有什麼方法可以克服嗎？謝謝,0,0,07/03/2021 13:48
折成等腰三角再剪就是八邊形了啊,0,0,07/03/2021 13:43
為什麼可以這麼帥,0,0,07/03/2021 10:09
讓我想到火影忍者鹿丸與他老婆考試的時候,0,0,06/03/2021 23:22
你應該要去當教師，救救臺灣偏鄉孩童,0,0,06/03/2021 21:37
記得國小有做過降落傘的DIY重物是放雞蛋,2,1,06/03/2021 20:26
人可以当作 重物吗？,0,0,06/03/2021 19:54
狗的迫降？？,1,0,06/03/2021 19:36
直覺感覺你深受女性的歡迎，很有趣很可愛的一個人餒~,9,0,06/03/2021 18:47
很實用以後低成本就可以做玩具給我兒子玩了,8,0,06/03/2021 16:27
剪八角遇到困難,6,0,06/03/2021 15:44
每次都超喜欢看～话说最后怎样转啦😂,2,0,06/03/2021 15:28
阿駿老師要怎麼剪八角我的都沒辦法跟你樣,9,2,06/03/2021 7:06
骏哥超帅！,0,0,06/03/2021 0:14
我拿我阿嬤家的垃圾袋(垃圾袋裡還有垃圾，我直接倒在地板上)然後就被我阿嬤罵了..,0,0,05/03/2021 23:54
空氣阻力~,1,0,05/03/2021 23:45
可愛如你~,,,
我們國三的理化老師都一直拿你的影片上課，讚啦，我真的對理化有興趣了，謝謝阿駿,388,20,05/03/2021 23:36
是說這個頻道的特色是最後一定要唱歌嗎,9,1,05/03/2021 22:58
謝謝你，每個實驗都是詳細解說，又過程不繁雜，讓孩子都想要試試，這樣就不會害怕排斥這類科目😊,189,0,05/03/2021 21:15
小狗贏了,1,0,05/03/2021 21:11
我還以為會是：「降～落～傘～」,161,4,05/03/2021 20:33
阿駿你幾歲阿,0,0,05/03/2021 19:57
兩隻小狗是阿駿養的嗎 哈哈,85,1,05/03/2021 18:25
为什么要橡皮筋？,1,3,05/03/2021 18:17
之前在學校玩被罵亂丟垃圾==,0,0,05/03/2021 17:49
阿駿阿駿！為什麼有一些人會在這種降落傘上面剪一個洞,88,3,05/03/2021 17:28
阿駿頭很香🤣,2,0,05/03/2021 17:20
太有創意啦,10,0,05/03/2021 17:17
當風吹過氣球上半部的曲面時，風會沿著曲面流動(如同片尾的水流)，使氣球受到往風吹方向的作用力,314,3,03/03/2021 17:21
把原子筆掛在氣球上可以讓整個物體的重量與作用力達到平衡，就能飄在空中囉~😁,,,
你的影片是很好看，可是你最後的說是康達效應我覺得有點怪,0,0,10/04/2021 0:34
氣球裡面裝什麼氣體、充多少氣，充氣後的氣球大小、形狀、重量，吹風機風量、風速、角度，每一種都要算準才能漂的起來，操作起來實屬不易。,0,0,04/04/2021 11:24
阿駿笑起來好可愛呀,0,0,27/03/2021 19:50
你的吹風機跟我家的一樣耶🌚,0,0,27/03/2021 19:45
😂👍,0,0,25/03/2021 13:34
最後那一幕是怎樣,1,2,23/03/2021 23:31
那吹風機我家有耶,0,0,22/03/2021 19:19
吹風機和我家的一樣,0,0,18/03/2021 0:22
不去拍片實在可惜,0,0,16/03/2021 15:04
我有个大胆的想法，把气球换成……然后就是condon effect,0,0,15/03/2021 3:24
沒有氣球的同學可以用保*套代替,0,0,11/03/2021 15:41
奇怪是大家都用一樣的吹風機嗎？我們家是用這歌，我同學也是，你也是😂,0,0,09/03/2021 21:20
笑死，吹風機一模一樣,0,0,09/03/2021 19:26
竟然跟我們家的吹風機一模一樣,0,0,08/03/2021 18:19
這集的笑容看起來好邪惡,0,0,08/03/2021 13:55
會不會失敗很多次阿？,0,0,06/03/2021 18:51
我用的跟他同一個吹風機哈哈哈,0,0,06/03/2021 18:18
這個也是基本常識,0,0,06/03/2021 9:28
哇！！！把头发背过去好帅！,0,0,06/03/2021 5:11
其實我會想看的並非科學原理，只是為了聽最後用唱的那個語調,9,0,06/03/2021 2:40
笑得很可愛,0,0,06/03/2021 1:25
sb,0,0,05/03/2021 21:10
阿駿真的好可愛,22,0,05/03/2021 20:14
瀏海掀起來：我好了,24,0,05/03/2021 19:50
我也是用這台吹風機，好用,0,0,05/03/2021 19:31
同款吹風機🙋🙋,0,0,05/03/2021 17:52
可愛到發芬😍🤗,0,0,05/03/2021 14:19
有沒有覺得屁股刺刺的,0,0,05/03/2021 12:42
骏哥帅！,0,0,05/03/2021 11:56
如果10年前遇到你我應該不會這麼討厭物理😍😍,3,0,05/03/2021 2:05
头发吹起来的瞬间有帅哦,0,0,05/03/2021 1:51
發現另一個髮型的阿駿也蠻帥的😂,0,0,05/03/2021 1:39
瀏海被吹起ㄉ時候很好看😂或許可以考慮換髮型🤔😏,153,4,05/03/2021 0:00
好活潑🤣🤣,1,0,04/03/2021 21:36
地板沒事嗎,0,0,04/03/2021 19:49
戀愛了,0,0,04/03/2021 17:04
我覺得做這些實驗都好有趣喔！,1,0,04/03/2021 16:46
弱智,0,0,04/03/2021 13:15
可以拍衣架套頭的影片嗎XD,0,0,04/03/2021 1:56
有驚奇到👍,0,0,03/03/2021 22:45
每次看到你實驗成功時的笑容，真的很樂在其中，真好！,62,1,03/03/2021 22:39
哇~飄起來了:D,4,0,03/03/2021 20:35
頭髮又長了！？,0,0,03/03/2021 20:32
wow！可惜我家沒氣球哈哈哈,0,0,03/03/2021 19:14
我家的吹風機跟你的一樣餒 哈哈,0,2,03/03/2021 18:38
還是有點不太懂哈哈哈,4,0,03/03/2021 18:11
我好奇的是 淹水了沒🤣🤣🤣,3,0,03/03/2021 17:44
（（趕快跑,,,
阿駿好可愛,4,0,03/03/2021 17:41
這效應也太強了吧 讚,0,0,03/03/2021 17:37
水流的畫面可以看的很清楚曲面造成的效果呢～,79,0,03/03/2021 17:25
人的頭形也是曲面，莫非?!😳,249,18,03/03/2021 17:21
頭香（？,0,0,03/03/2021 17:21
哇嗚！好酷,1,0,03/03/2021 17:21
一,0,0,03/03/2021 17:21
熱空氣比冷空氣的密度低，所以加熱袋内的空氣會使整個天燈的密度小於周圍的大氣,818,10,26/02/2021 17:46
天燈就能飛起來囉😁,,,
還挺環保的明年元宵節繼續用😂😂😂,0,0,13/04/2021 23:41
小骏太可爱了🤣,0,0,12/04/2021 3:23
元宵節快樂~,0,0,08/04/2021 21:12
好可爱,0,0,08/04/2021 20:12
客家天燈,0,0,08/04/2021 19:43
阿駿是哪國人阿？,0,0,07/04/2021 14:04
我想看垃圾袋套他頭上,0,0,05/04/2021 18:40
我清明節看到這個是怎麼回事XD,0,0,04/04/2021 19:10
好可爱😍🤣,0,0,02/04/2021 13:29
原来是侄子吗xD还以为是儿子了🥰父爱满满的一集（？,0,0,29/03/2021 20:13
做到一半媽媽來了，臉有點痛先去休息了,0,0,28/03/2021 17:02
这小孩钱途光明,0,0,22/03/2021 18:56
容易頂天,0,0,17/03/2021 11:56
發熱膨脹,0,0,17/03/2021 11:34
發射,,,
🤭🤭🤭,,,
很疗愈,0,0,15/03/2021 7:48
我只是看了二十多遍🌚🌚,0,0,14/03/2021 17:10
我同學上次做這個，飛上去的塑膠袋掉下來，可能是因為破洞直接掉到他的頭，重點是還拿不下來，雖然後拿下來了😂,0,0,14/03/2021 8:27
我有看你抖音,0,0,13/03/2021 20:51
有其父必有其子,0,0,13/03/2021 17:49
好可愛🌚💖換他經營吧XD,1,0,13/03/2021 12:20
影片很棒，訂閱囉~~,0,0,12/03/2021 20:23
好想當你小孩🥺🥺,0,0,11/03/2021 22:46
很讚的分享！😊👍,0,0,11/03/2021 20:07
天啊這小孩也太可愛了吧~尤其是那句元宵節快樂,1,0,10/03/2021 20:19
小孩好可愛,0,0,09/03/2021 19:59
教學很實用,,,
合在一起=一定要訂閱,,,
那个小孩好可爱😍,1,0,08/03/2021 21:29
有你的真傳了那個旋律🤣,0,0,08/03/2021 17:11
後面我還以為袋子會掉下來掉在頭上,0,0,07/03/2021 18:08
原來你結婚了omg,0,0,07/03/2021 15:58
好可愛,0,0,07/03/2021 14:59
然後垃圾袋剛好落在自己頭上(・∀・),0,0,06/03/2021 21:08
一開始不應該說垃圾袋應該說sb,1,0,06/03/2021 3:49
遠消解蒯ㄌ,0,0,05/03/2021 23:28
元宵快樂~~~,0,0,05/03/2021 12:47
阿駿 缺男友嗎,0,0,05/03/2021 10:07
弟弟好可愛,1,0,04/03/2021 20:38
大家一起製造環境垃圾~,0,0,04/03/2021 9:26
世界可愛！！！！,0,0,04/03/2021 1:09
這是時空間扭曲的原理嗎？,0,0,03/03/2021 23:22
不能常做这个，会污染环境,0,0,03/03/2021 23:15
弟弟好可愛唷 你是他哥哥嗎,0,0,03/03/2021 22:59
學得很像欸👍👍,0,0,03/03/2021 21:26
阿駿最後那個笑，好像我3、4年級自然老師喔,0,0,03/03/2021 19:34
好療癒,0,0,03/03/2021 15:10
哎呀那個小不點好可愛，小奶音太萌了,0,0,02/03/2021 23:20
長大後也用小奶音繼承這個頻道，這就棒棒了(變態老阿姨流口水,,,
Ps 這個跟我小小的妹妹玩一下www,,,
不要再放天燈了 因為有可能會引起山火,1,0,02/03/2021 21:32
呃…,0,0,02/03/2021 19:03
太可愛了這小孩子😂😂最後那句完美繼承了,0,0,02/03/2021 18:01
那個是不是你的小孩 我驚,0,0,02/03/2021 14:38
哇 飛起來了,0,0,02/03/2021 8:29
音對了,0,0,02/03/2021 3:01
你當爸爸,0,0,01/03/2021 21:02
我家火警响了,0,0,01/03/2021 19:16
小心一点,0,0,01/03/2021 18:24
被小孩最後的可愛聲音講著「元宵節～快～樂～」萌到爆❤️真的是太可愛了啦！,0,0,01/03/2021 17:10
海燈節,0,0,01/03/2021 16:41
要是烧到纸箱就是另一个故事了,0,0,01/03/2021 15:55
的弟弟超可愛的rrr,0,0,01/03/2021 15:49
好可愛,0,0,01/03/2021 15:15
屍袋....,0,0,01/03/2021 14:45
誰家垃圾袋飛來我家！,0,0,01/03/2021 14:44
元宵節快樂~😂,0,0,01/03/2021 13:39
繼承阿俊的頻道,0,0,01/03/2021 13:15
弟弟好可愛,0,0,01/03/2021 13:10
結尾後繼有人了😂,0,0,01/03/2021 13:06
元宵節快樂,0,0,01/03/2021 12:46
弟弟好可愛,0,0,01/03/2021 12:37
天外奇蹟啊,0,0,01/03/2021 12:35
頻道交椅出現了！,0,0,01/03/2021 11:11
弟弟跟阿駿都好可愛唷！,0,0,01/03/2021 10:31
配樂很好聽，很溫馨,0,0,01/03/2021 10:08
好環保的天燈😊,0,0,01/03/2021 9:52
我還在思考：這是兒子嗎,0,0,01/03/2021 8:56
孔明灯,0,0,01/03/2021 1:54
犯规 拿小孩买萌😂😂,0,0,01/03/2021 1:08
超帥的QQ我的菜,0,0,28/02/2021 23:31
0:23元宵節快樂～真可愛,0,0,28/02/2021 23:14
我會先被我媽打,0,0,28/02/2021 22:30
好可愛喔,0,0,28/02/2021 21:59
我只知道达赖拿人点天灯,0,0,28/02/2021 21:28
天真的我：哇我以為阿駿只能在抖音上看到欸,0,0,28/02/2021 21:19
是說熱對流不會使垃圾袋融化嗎🤣,0,0,28/02/2021 20:59
祝你們元宵節快樂❤️,0,0,28/02/2021 20:54
好可愛,0,0,28/02/2021 19:40
小孩：元宵節快樂～（🎵🎶🎵🎶,1,0,28/02/2021 19:22
小孩很可愛,0,0,28/02/2021 18:50
這個音樂對了,0,0,28/02/2021 18:43
讓我想起天外奇蹟,,,
所以我說紙箱不是易燃物品嗎（？,0,0,28/02/2021 18:27
hhhhc好可爱,0,0,28/02/2021 18:22
請問這小男孩是誰,0,0,28/02/2021 17:01
好可愛的小孩～,0,0,28/02/2021 16:22
我在抖音看過了！你有抖音,0,0,28/02/2021 16:07
感覺當你的小孩好幸福呀😳,3,0,28/02/2021 16:05
up,0,0,28/02/2021 16:03
哎呀！好可愛！,0,0,28/02/2021 14:28
好可愛喔！你好棒,0,0,28/02/2021 14:06
可可愛愛,0,0,28/02/2021 14:01
厲害,1,0,28/02/2021 12:55
好可愛✨,69,0,28/02/2021 10:47
這種天燈不會亂飛成為垃圾，用完還可以再拿來當垃圾袋真棒,,,
樂圾袋,524,12,28/02/2021 10:32
黏一圈,,,
套紙箱,,,
點蠟燭,,,
燒起來～,,,
營～火～晚會～～～,,,
因為大氣壓力不同的關係,0,0,28/02/2021 6:57
結果引致熱空氣上升冷空氣下沉,,,
小弟弟的「元～宵～節～快～樂～🎵」太可愛了啦❤️❤️❤️,1,0,28/02/2021 2:22
阿駿剪頭髮！！,0,0,27/02/2021 23:39
剛剛才在抖音上看到www,0,0,27/02/2021 22:59
有其父必有其子🤣🤣,7,1,27/02/2021 22:31
还会说你每天说的话,0,0,27/02/2021 22:10
是你的弟弟们好可爱好懂事哦,0,0,27/02/2021 22:10
0:21,0,0,27/02/2021 20:58
这小孩能继承这频道了啦！！！哈哈哈。。音调都没错,42,0,27/02/2021 20:33
小弟弟有學到那個旋律😂好可愛,2,0,27/02/2021 20:22
請解釋看完影片心跳加速的原理❤️,0,0,27/02/2021 20:12
我生日,0,0,27/02/2021 20:01
抖音有,0,0,27/02/2021 19:38
這個真的 比 平溪天燈好太多了。,21,0,27/02/2021 19:28
環保又美好。阿駿牌天燈 1元,,,
这个bgm好熟悉,1,2,27/02/2021 19:28
请问是什么@@,,,
然后实验很有趣:DD,,,
小朋友应该会有兴趣看,,,
好可爱呀qwq❤️❤️❤️❤️,0,0,27/02/2021 18:33
太可愛了吧☺️,0,0,27/02/2021 11:59
他太可愛了,0,0,27/02/2021 9:41
以後底迪上工！,0,0,27/02/2021 9:40
好可愛！！,2,0,27/02/2021 9:25
大家元宵節快樂！,0,0,27/02/2021 8:01
這家都吃可愛長大的！？♥️❤️♥️❤️,17,0,27/02/2021 6:21
好可愛wwwww,2,0,26/02/2021 23:58
駿駿也祝你和家人元宵節快樂！,0,0,26/02/2021 23:42
這天燈比較環保,0,0,26/02/2021 23:31
好酷！,0,0,26/02/2021 23:23
天外奇蹟的bgm誒 滿配的,23,0,26/02/2021 22:55
好可愛的一部影片😍,,,
就這樣蓋上去會不會在形成熱空氣前蠟燭就沒氧氣燒了~？,0,1,26/02/2021 22:23
最後一句是不是練習很多次wwwww,1,0,26/02/2021 22:22
是不是剪頭髮了！？哈哈元宵節快樂,0,0,26/02/2021 22:11
元宵節快樂！,0,0,26/02/2021 22:00
太可爱！,0,0,26/02/2021 21:43
元宵節快樂～,0,0,26/02/2021 21:38
好可愛 重看好幾遍🥰,3,0,26/02/2021 21:26
這一集父愛太強ㄌ,27,2,26/02/2021 21:06
換弟弟做結尾了😆😆,156,0,26/02/2021 20:38
融化了！好可愛😍,7,0,26/02/2021 20:36
太可愛了吧 😍,6,0,26/02/2021 20:12
不要這麼帥好不好🥺,111,1,26/02/2021 20:02
太可愛了吧！,6,0,26/02/2021 19:46
弟弟好可愛耶！也學阿駿說話，阿駿上新聞了,70,0,26/02/2021 19:38
元宵节快乐,1,0,26/02/2021 19:35
阿駿你好，大陸快手一個叫「曼晨物理阿連」的人在完全抄襲你，他也是知識型的影片製作者，跟你一樣在影片裏面講一些科學原理，一開頭我覺得也沒什麼，直到是最後說出來的那個聲調，完全就是在學你，可能只是我個人覺得是在抄襲吧，模仿抄襲也不好說。,9,3,26/02/2021 18:43
剪頭髮了哈哈哈哈,0,0,26/02/2021 18:29
元宵節快樂😄🎉🎆,1,0,26/02/2021 18:28
😍超可愛的🥰,3,0,26/02/2021 18:06
连调都没错 这小孩。能继承这个频道了,2248,19,26/02/2021 18:02
好可愛😍,3,0,26/02/2021 18:01
元宵節快樂,1,0,26/02/2021 17:55
好可愛！,12,0,26/02/2021 17:49
最後那個「元宵節快樂」好可愛❤️,765,0,26/02/2021 17:47
嗯哼哼哼哼～（心跳💗,19,1,26/02/2021 17:47
姪子好可愛啊啊啊～❤️❤️❤️,,,
膠帶是稍微有點重量就可以了嗎？,,,
大家元宵節快樂~🥰,681,7,26/02/2021 17:46
每次看完都覺得上了一課,180,14,26/02/2021 17:46
不要把我的讚變成奇數,121,1,26/02/2021 17:46
第一,0,0,26/02/2021 17:46
剝皮時要留下中間白色的梗當燈芯，這個梗會因毛細現象而將沙拉油一直往上吸，受熱的沙拉油會汽化成可燃物，就能使火焰持續燃燒囉~😁,388,10,24/02/2021 19:02
霜月 已經切割過了,0,0,10/04/2021 15:12
🍊,0,0,04/04/2021 20:41
👍💯～～～～～～,0,0,04/04/2021 20:41
喜歡橘子燈,0,0,03/04/2021 21:24
跟酒精燈的原理是一樣的吧,0,0,31/03/2021 15:20
其实你只是想吃橘子而已对不对🤓😂🤣,0,1,31/03/2021 13:49
毛細現象~ 虹吸現象~,2,1,30/03/2021 21:18
“嫑”面張力~,,,
好希望自然課有你的影片,0,0,29/03/2021 21:45
感覺橘子好好吃喔,0,0,28/03/2021 22:53
這超好玩~小時候我還在上面把臘肉加熱，臘肉就會有橘子味，好吃~~☺️☺️,1,0,22/03/2021 12:55
我以為你要唱：橘子燈~~🎵,0,0,21/03/2021 20:34
橘子皮加橄欖油我以為又要莎莎給油,0,0,18/03/2021 23:48
記得註明危險動作請勿模仿，想想小野,0,0,17/03/2021 19:20
我把橘子皮烧掉了,0,0,17/03/2021 1:47
點燃(x),1,0,15/03/2021 10:47
致命點鹽(o),,,
by猴哥藍林漢,,,
NOOB,1,0,14/03/2021 12:45
NOOB,,,
NOOB,,,
NOOB,,,
分我一片橘子,0,0,12/03/2021 18:31
笑起來真的好可愛,1,0,11/03/2021 3:13
乾 這個要怎麼剝成這樣？,0,0,10/03/2021 16:45
我正在吃橘子🍊😂,0,0,10/03/2021 13:53
我很喜歡你的這些科學實驗的影片，加油,0,0,10/03/2021 12:15
給個真心建議，還記得幾年前有國中女生用可樂瓶做爆米花嗎？,5,1,10/03/2021 12:14
希望這樣的悲劇不要在發生，所以請記得給觀眾一點警示的字體,,,
轻轻唱。🚫,0,0,09/03/2021 20:59
撞門,0,0,09/03/2021 13:44
淋电油,,,
燃點,,,
登登........,,,
縱火狂徒😂,,,
好吃嗎？,0,0,08/03/2021 23:06
这不是中国快手上一个物理老师的形式么🌝,0,0,08/03/2021 13:50
✋好奇要怎麼做可以撥保留那麼完整的皮~,0,0,08/03/2021 10:48
橘子燈 ok,0,0,08/03/2021 3:47
你是何方神聖？可以直接剝開橘子🍊,1,0,06/03/2021 2:53
orange不是橘子啦,0,0,04/03/2021 18:40
是柳橙,,,
超低能尤其最後說的那句話,0,0,03/03/2021 15:07
我以為要作肥皂的皂化現象。,0,0,02/03/2021 22:34
最近的看到沙拉油就想到...,0,0,02/03/2021 5:32
剝皮高手(ʘᴗʘ✿),0,0,01/03/2021 21:30
我的油倒出來之後就被喝走了,0,0,01/03/2021 20:36
阿駿表示：橘子真好吃,0,0,01/03/2021 19:18
橘子的英文應該是tangerine吧,0,0,28/02/2021 23:36
不知道為啥你說橘子燈會戳到我的笑點😂,7,0,28/02/2021 20:21
最近很常在tiktok看到你上推荐，所以就关注了！,2,0,28/02/2021 12:11
🤮🤭🤮🤢🤢🤢,0,0,28/02/2021 9:23
會不會整個燒起來,0,0,28/02/2021 8:59
妙招耶!👍 以後停電 要是找不到蠟燭 有第二方案可替代了XD,0,0,28/02/2021 7:40
放著在房間有橘子香味嗎,0,0,28/02/2021 2:53
聽了你的話我把家給點了，請問你要負責嗎？,0,0,28/02/2021 2:36
我发现你很像陈赫诶,0,0,27/02/2021 23:19
說橘子燈時我笑了😄,0,0,27/02/2021 21:27
哈哈，好可愛,4,0,27/02/2021 16:58
橘子能那樣剝皮是什麼原理,0,0,27/02/2021 15:15
想要燈亮一點可以用大柚子皮嗎？哈哈哈,0,0,27/02/2021 13:22
以後不買蠟燭了😁,0,0,27/02/2021 9:19
感覺好好吃,0,0,27/02/2021 0:18
👍👍,0,0,26/02/2021 23:57
"為什麼你的橙,是綠色的",1,0,26/02/2021 19:40
柳丁也可以,0,0,26/02/2021 18:16
真的很有效喔！我試過了。,7,1,26/02/2021 11:44
先不說了，消防車來了,,,
橘子燈(●°u°●)​ 」,1,0,25/02/2021 22:17
最後那cut被電到🤣🤣🤣,5,0,25/02/2021 21:05
也可以曬乾保存，燉肉放一小塊下去,1,0,25/02/2021 20:21
橘子好吃嗎？,0,0,25/02/2021 19:04
這個我喜歡😍,1,0,25/02/2021 15:03
笑死,0,0,25/02/2021 14:24
橘子燈的眼睛超可愛的😍,1,0,25/02/2021 13:17
講“橘子燈”時的語調好柔,100,2,25/02/2021 9:58
應該先教怎麼剝橘子皮啦😁😁😁,2,0,25/02/2021 9:56
我國中八上有在基科課做過 但橘子怎麼弄比較好跟皮分離阿？,1,0,25/02/2021 1:46
哈哈哈哈 最後那一根白毛很好笑,52,0,25/02/2021 0:24
我果皮都拿來當有機肥料了@@,0,0,25/02/2021 0:20
沙拉油的橘子燈，燃燒的味道如何？🤔,2,0,24/02/2021 21:59
橘子燈酷！只做過清潔劑,1,0,24/02/2021 21:53
還以為要做皂化石🤣,73,0,24/02/2021 21:07
請問如果是倒甲醇呢😂,1,1,24/02/2021 20:30
你的橘子🍊看起來還沒熟欸🤣,6,3,24/02/2021 20:05
會不會很酸,,,
你是何方神聖,35,0,24/02/2021 19:58
直接把橘子給扭到皮都沒了(X,,,
你怎麼剝的，也太平整w,1,0,24/02/2021 19:54
等等，你家橘子怎麼可以手一扭就剝皮Σ（ﾟдﾟlll）,290,2,24/02/2021 19:42
剛剛還重播在找燭芯，才看到留言說是一開始就留下的橘白絲,,,
甜不甜？,6,1,24/02/2021 19:34
最愛看你的影片了,7,1,24/02/2021 19:31
🌚🌚🌚,0,0,24/02/2021 19:09
哈哈😄🥳🥳🥳🥳🤩🤩🤩🤩🍈🎼🎼🎼🎺🎸🚓🚌4️⃣5️⃣6️⃣,1,0,24/02/2021 19:07
我是聽其他人說能當清潔劑,2,0,24/02/2021 19:06
還是不懂,1,1,24/02/2021 19:05
？,0,0,24/02/2021 19:04
骏哥帅帅,15,0,24/02/2021 19:04
